hmid,match_id,entertainment,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
126424,4,television,253,24h,I watched my favorite baseball team play and win a game on television.,I watched my favorite baseball team play and win a game on television.,TRUE,1,NA,leisure,98209,watched favorite baseball team played win game television
126453,60,writer,1326,24h,"I was selecting a candidate to hire as a freelance writer for my project.  I was able to interview many people.  I felt great being able to choose any candidate of my choosing.  I selected the one I felt to be the best, I felt great about that.
","I was selecting a candidate to hire as a freelance writer for my project.  I was able to interview many people.  I felt great being able to choose any candidate of my choosing.  I selected the one I felt to be the best, I felt great about that.
",TRUE,4,NA,achievement,98238,selected candidate hired freelance writer project interview people choose candidate choose selected
126477,6,book,4933,24h,"I attended a division meeting that had lunch provided afterwards.  During the lunch portion, the senior VP of our division came and sat at my table.  We discussed a personality-type survey I took my team through and the results.  She was very interested and asked if she could borrow my book to learn about it and meet with me to learn more.","I attended a division meeting that had lunch provided afterwards.  During the lunch portion, the senior VP of our division came and sat at my table.  We discussed a personality-type survey I took my team through and the results.  She was very interested and asked if she could borrow my book to learn about it and meet with me to learn more.",TRUE,4,NA,affection,98262,attended division meet lunch provided lunch portion senior vp division sat table discussions personalitytype survey team results borrow book learned meet learned
126518,105,singer,11905,24h,My favorite singer posted an instagram story that was really cute.,My favorite singer posted an instagram story that was really cute.,TRUE,1,NA,enjoy_the_moment,98303,favorite singer post instagram story cute
126523,2,tv,397,24h,I watched Last Week Tonight on TV.,I watched Last Week Tonight on TV.,TRUE,1,leisure,leisure,98308,watched tonight tv
126592,98,rewatched,11779,24h,"I rewatched the first season of one of my favorite shows, Mr. Robot.","I rewatched the first season of one of my favorite shows, Mr. Robot.",TRUE,2,NA,leisure,98377,rewatched season favorite robot
126647,39,video,11548,24h,"My significant other rang me on a video chat, we chatted for hours, and I saw him smile and laugh for the first time in a while.","My significant other rang me on a video chat, we chatted for hours, and I saw him smile and laugh for the first time in a while.",TRUE,1,NA,affection,98431,significant ranging video chat chat hours smile laugh time
126658,1,movie,11593,24h,I watched a movie I enjoy on television.,I watched a movie I enjoy on television.,TRUE,1,NA,leisure,98442,watched movie enjoyed television
126658,4,television,11593,24h,I watched a movie I enjoy on television.,I watched a movie I enjoy on television.,TRUE,1,NA,leisure,98442,watched movie enjoyed television
127104,47,read,12724,24h,My 5 year old son completed the next level in his reading book.,My 5 year old son completed the next level in his reading book.,TRUE,1,affection,affection,98886,son completed level read book
127104,6,book,12724,24h,My 5 year old son completed the next level in his reading book.,My 5 year old son completed the next level in his reading book.,TRUE,1,affection,affection,98886,son completed level read book
127184,6,book,1074,24h,"There was my own family and three of my friends and 

their families as well, so it was quite an 

occasion. We had this family lunch at a local 

restaurant which we had booked for the afternoon. 

It was a really special time having all the most 

important people in my life together at the same 

time. This is the happiest event in my life.","There was my own family and three of my friends and 

their families as well, so it was quite an 

occasion. We had this family lunch at a local 

restaurant which we had booked for the afternoon. 

It was a really special time having all the most 

important people in my life together at the same 

time. This is the happiest event in my life.",TRUE,4,NA,affection,98966,family friend family occasion family lunch local restaurant book afternoon special time people life time event life
127255,31,episode,169,24h,"Watching a favorite show of mine, when episodes are hard to come by since it's from another country.","Watching a favorite show of mine, when episodes are hard to come by since it's from another country.",TRUE,1,NA,leisure,99037,watched favorite mine episode hard country
127394,27,radio,9402,24h,The announcer on the radio made a very funny statement on my drive to work and I laughed out loud.,The announcer on the radio made a very funny statement on my drive to work and I laughed out loud.,TRUE,1,NA,enjoy_the_moment,99176,announced radio funny statement drive laugh loud
127562,61,song,199,24h,I listened to a song I liked.,I listened to a song I liked.,TRUE,1,NA,leisure,99342,listening song
127679,75,concert,107,24h,I took my fiancee to a birthday concert of Shining Star at Ludlow Garage.,I took my fiancee to a birthday concert of Shining Star at Ludlow Garage.,TRUE,1,NA,affection,99459,fiancee birthday concert shining star ludlow garage
127709,1,movie,6042,24h,An happy event for me was the movie that I saw.,An happy event for me was the movie that I saw.,TRUE,1,NA,enjoy_the_moment,99489,event movie
127763,39,video,714,24h,Watched some E3 video coverage.,Watched some E3 video coverage.,TRUE,1,NA,leisure,99543,watched video coverage
127865,47,read,7,24h,I finished watching The Handmaid's Tale last night.  I read the book prior to watching the show and both were simply amazing in their own right.  I was amazed at the producers creativity and originality in the show.  I can't wait for season 2!,I finished watching The Handmaid's Tale last night.  I read the book prior to watching the show and both were simply amazing in their own right.  I was amazed at the producers creativity and originality in the show.  I can't wait for season 2!,TRUE,4,NA,leisure,99645,finished watched handmaids tale night read book prior watched simply amazing amazing produce creative originally waiting season
127865,6,book,7,24h,I finished watching The Handmaid's Tale last night.  I read the book prior to watching the show and both were simply amazing in their own right.  I was amazed at the producers creativity and originality in the show.  I can't wait for season 2!,I finished watching The Handmaid's Tale last night.  I read the book prior to watching the show and both were simply amazing in their own right.  I was amazed at the producers creativity and originality in the show.  I can't wait for season 2!,TRUE,4,NA,leisure,99645,finished watched handmaids tale night read book prior watched simply amazing amazing produce creative originally waiting season
127913,47,read,222,24h,I went to Library and read many books which i need.,I went to Library and read many books which i need.,TRUE,1,NA,leisure,99693,library read book
127913,6,book,222,24h,I went to Library and read many books which i need.,I went to Library and read many books which i need.,TRUE,1,NA,leisure,99693,library read book
127998,1,movie,8465,24h,I enjoyed watching movie reviews on You Tube with my son.,I enjoyed watching movie reviews on You Tube with my son.,TRUE,1,NA,affection,99776,enjoyed watched movie review tube son
